1453986000,25,56,28,0,0
1453986010,25,55,28,0,0
1453986020,25,55,28,0,0
1453986030,25,55,28,0,0
1453986040,25,55,28,0,0
1453986050,25,55,28,0,0
1453986060,25,55,28,0,0
1453986070,25,55,28,0,0
1453986080,25,55,28,0,0
1453986090,25,55,28,0,0
1453986100,25,55,28,0,0
1453986110,25,55,28,0,0
1453986120,25,55,28,0,0
1453986130,25,55,28,0,0
1453986140,25,55,28,0,0
1453986150,25,55,28,0,0
1453986160,25,55,28,0,0
1453986170,25,55,28,0,0
1453986180,25,55,28,0,0
1453986190,25,55,28,0,0
1453986200,25,55,28,0,0
1453986210,25,55,28,0,0
1453986220,25,55,28,0,0
1453986230,25,55,28,0,0
1453986240,25,55,28,0,0
1453986250,25,55,28,0,0
1453986260,25,55,28,0,0
1453986270,25,55,28,0,0
1453986280,25,55,28,0,0
1453986290,25,55,28,0,0
1453986300,25,55,28,0,0
1453986310,25,55,28,0,0
1453986320,25,55,28,0,0
1453986330,25,55,28,0,0
1453986340,25,55,28,0,0
1453986350,25,55,28,0,0
1453986360,25,55,28,0,0
1453986370,25,55,28,0,0
1453986380,25,55,28,0,0
1453986390,25,55,28,0,0
1453986400,25,55,28,0,0
1453986410,25,55,28,0,0
1453986420,25,55,28,0,0
1453986430,25,55,28,0,0
1453986440,25,55,28,0,0
1453986450,25,55,28,0,0
1453986460,25,55,28,0,0
1453986470,25,55,28,0,0
1453986480,25,55,28,0,0
1453986490,25,55,28,0,0
1453986500,25,55,28,0,0
1453986510,25,55,28,0,0
1453986520,25,55,28,0,0
1453986530,25,55,28,0,0
1453986540,25,55,28,0,0
1453986550,25,55,28,0,0
1453986560,25,55,28,0,0
1453986570,25,55,28,0,0
1453986580,25,55,28,0,0
1453986590,25,55,28,0,0
1453986600,25,55,28,0,0
1453986610,25,55,28,0,0
1453986620,25,55,28,0,0
1453986630,25,55,28,0,0
1453986640,25,55,28,0,0
1453986650,25,55,28,0,0
1453986660,25,55,28,0,0
1453986670,25,55,28,0,0
1453986680,25,55,28,0,0
1453986690,25,55,28,0,0
